city,country,latitude,longitude,timestamp_utc,aqi,pm25,pm10,no2,o3
Paris,France,48.8566,2.3522,2026-04-26 16:00:00+00:00,3.0,9.83,11.39,0.98,133.89
Toamasina,Madagascar,-18.1492,49.4023,2026-04-26 16:00:00+00:00,1.0,0.99,2.04,0.21,28.62
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-26 17:00:00+00:00,1.0,2.56,5.4,1.15,27.4
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-26 17:00:00+00:00,1.0,1.25,2.42,0.45,28.97
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-26 17:00:00+00:00,1.0,1.01,2.91,0.13,48.11
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-26 17:00:00+00:00,1.0,1.18,2.02,0.32,29.88
London,England,51.5074,-0.1278,2026-04-26 17:00:00+00:00,3.0,26.35,29.33,8.04,128.97
Madrid,Spain,40.4168,-3.7038,2026-04-26 17:00:00+00:00,3.0,1.31,3.07,0.34,105.78
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-26 17:00:00+00:00,1.0,1.69,2.51,0.24,20.81
Paris,France,48.8566,2.3522,2026-04-26 17:00:00+00:00,3.0,9.91,11.49,1.4,131.41
Toamasina,Madagascar,-18.1492,49.4023,2026-04-26 17:00:00+00:00,1.0,1.03,2.22,0.23,27.53
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-26 18:00:00+00:00,1.0,3.06,6.45,1.28,24.7
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-26 18:00:00+00:00,1.0,1.43,2.76,0.54,25.63
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-26 18:00:00+00:00,1.0,1.19,3.39,0.11,47.83
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-26 18:00:00+00:00,1.0,1.34,2.29,0.35,28.07
London,England,51.5074,-0.1278,2026-04-26 18:00:00+00:00,3.0,23.82,26.75,8.77,126.94
Madrid,Spain,40.4168,-3.7038,2026-04-26 18:00:00+00:00,3.0,1.28,2.91,0.46,104.4
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-26 18:00:00+00:00,1.0,1.77,2.55,0.23,20.05
Paris,France,48.8566,2.3522,2026-04-26 18:00:00+00:00,3.0,9.54,11.13,1.83,127.7
Toamasina,Madagascar,-18.1492,49.4023,2026-04-26 18:00:00+00:00,1.0,1.07,2.35,0.24,26.44
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-26 19:00:00+00:00,1.0,3.43,7.2,1.34,21.37
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-26 19:00:00+00:00,1.0,1.53,2.71,0.61,23.55
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-26 19:00:00+00:00,1.0,2.46,8.19,0.12,48.37
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-26 19:00:00+00:00,1.0,1.44,2.45,0.38,26.58
London,England,51.5074,-0.1278,2026-04-26 19:00:00+00:00,3.0,21.35,24.38,8.88,124.11
Madrid,Spain,40.4168,-3.7038,2026-04-26 19:00:00+00:00,3.0,1.26,2.79,0.64,101.15
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-26 19:00:00+00:00,1.0,1.88,2.61,0.18,21.55
Paris,France,48.8566,2.3522,2026-04-26 19:00:00+00:00,3.0,9.03,10.6,2.31,119.54
Toamasina,Madagascar,-18.1492,49.4023,2026-04-26 19:00:00+00:00,1.0,1.18,2.56,0.3,23.21
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-26 20:00:00+00:00,1.0,3.65,7.58,1.37,18.74
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-26 20:00:00+00:00,1.0,1.57,2.6,0.66,22.04
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-26 20:00:00+00:00,1.0,4.95,18.62,0.16,48.46
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-26 20:00:00+00:00,1.0,1.49,2.53,0.4,25.66
London,England,51.5074,-0.1278,2026-04-26 20:00:00+00:00,3.0,18.87,22.15,8.39,120.3
Madrid,Spain,40.4168,-3.7038,2026-04-26 20:00:00+00:00,2.0,1.26,2.69,0.77,96.76
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-26 20:00:00+00:00,1.0,2.06,2.8,0.18,20.85
Paris,France,48.8566,2.3522,2026-04-26 20:00:00+00:00,3.0,8.58,10.17,2.78,108.48
Toamasina,Madagascar,-18.1492,49.4023,2026-04-26 20:00:00+00:00,1.0,1.35,2.79,0.36,19.64
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-26 21:00:00+00:00,1.0,3.56,7.16,1.33,16.9
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-26 21:00:00+00:00,1.0,1.56,2.47,0.68,20.89
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-26 21:00:00+00:00,2.0,7.23,29.02,0.22,47.54
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-26 21:00:00+00:00,1.0,1.48,2.49,0.4,24.94
London,England,51.5074,-0.1278,2026-04-26 21:00:00+00:00,3.0,16.0,19.54,8.11,116.41
Madrid,Spain,40.4168,-3.7038,2026-04-26 21:00:00+00:00,2.0,1.25,2.61,0.86,93.1
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-26 21:00:00+00:00,1.0,2.24,3.03,0.19,20.38
Paris,France,48.8566,2.3522,2026-04-26 21:00:00+00:00,2.0,8.24,9.86,3.23,98.23
Toamasina,Madagascar,-18.1492,49.4023,2026-04-26 21:00:00+00:00,1.0,1.46,2.75,0.38,17.65
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-26 22:00:00+00:00,1.0,3.45,6.71,1.27,15.46
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-26 22:00:00+00:00,1.0,1.5,2.34,0.66,19.86
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-26 22:00:00+00:00,2.0,9.17,37.52,0.26,45.62
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-26 22:00:00+00:00,1.0,1.44,2.38,0.39,24.19
London,England,51.5074,-0.1278,2026-04-26 22:00:00+00:00,3.0,13.27,16.94,7.29,113.68
Madrid,Spain,40.4168,-3.7038,2026-04-26 22:00:00+00:00,2.0,1.22,2.46,0.9,88.13
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-26 22:00:00+00:00,1.0,2.39,3.24,0.2,19.8
Paris,France,48.8566,2.3522,2026-04-26 22:00:00+00:00,2.0,7.91,9.49,3.36,87.96
Toamasina,Madagascar,-18.1492,49.4023,2026-04-26 22:00:00+00:00,1.0,1.55,2.67,0.38,16.58
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-26 23:00:00+00:00,1.0,3.35,6.41,1.2,14.52
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-26 23:00:00+00:00,1.0,1.51,2.29,0.65,18.13
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-26 23:00:00+00:00,2.0,12.47,48.03,0.27,44.44
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-26 23:00:00+00:00,1.0,1.39,2.24,0.39,23.56
London,England,51.5074,-0.1278,2026-04-26 23:00:00+00:00,3.0,11.65,15.49,7.31,109.05
Madrid,Spain,40.4168,-3.7038,2026-04-26 23:00:00+00:00,2.0,1.21,2.39,0.9,84.89
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-26 23:00:00+00:00,1.0,2.51,3.41,0.21,19.14
Paris,France,48.8566,2.3522,2026-04-26 23:00:00+00:00,2.0,7.98,9.56,3.35,80.12
Toamasina,Madagascar,-18.1492,49.4023,2026-04-26 23:00:00+00:00,1.0,1.63,2.68,0.38,16.09
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-27 00:00:00+00:00,1.0,3.15,6.0,1.12,14.37
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-27 00:00:00+00:00,1.0,1.51,2.24,0.64,16.54
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-27 00:00:00+00:00,3.0,15.44,60.28,0.26,44.68
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-27 00:00:00+00:00,1.0,1.34,2.1,0.39,23.23
London,England,51.5074,-0.1278,2026-04-27 00:00:00+00:00,3.0,10.93,14.89,7.58,103.68
Madrid,Spain,40.4168,-3.7038,2026-04-27 00:00:00+00:00,2.0,1.22,2.39,0.84,83.4
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-27 00:00:00+00:00,1.0,2.6,3.57,0.22,18.55
Paris,France,48.8566,2.3522,2026-04-27 00:00:00+00:00,2.0,8.79,10.38,3.27,73.57
Toamasina,Madagascar,-18.1492,49.4023,2026-04-27 00:00:00+00:00,1.0,1.69,2.71,0.37,15.76
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-27 01:00:00+00:00,1.0,2.95,5.61,1.03,14.65
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-27 01:00:00+00:00,1.0,1.53,2.21,0.65,14.53
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-27 01:00:00+00:00,3.0,15.17,62.67,0.26,45.74
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-27 01:00:00+00:00,1.0,1.31,2.0,0.4,22.41
London,England,51.5074,-0.1278,2026-04-27 01:00:00+00:00,2.0,10.58,14.62,7.89,97.87
Madrid,Spain,40.4168,-3.7038,2026-04-27 01:00:00+00:00,2.0,1.24,2.43,0.76,81.58
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-27 01:00:00+00:00,1.0,2.67,3.71,0.23,17.97
Paris,France,48.8566,2.3522,2026-04-27 01:00:00+00:00,2.0,10.03,11.62,3.17,68.17
Toamasina,Madagascar,-18.1492,49.4023,2026-04-27 01:00:00+00:00,1.0,1.77,2.77,0.37,15.12
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-27 02:00:00+00:00,1.0,2.86,5.39,0.99,14.34
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-27 02:00:00+00:00,1.0,1.58,2.22,0.67,12.6
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-27 02:00:00+00:00,3.0,13.19,58.09,0.26,46.73
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-27 02:00:00+00:00,1.0,1.31,1.96,0.43,20.96
London,England,51.5074,-0.1278,2026-04-27 02:00:00+00:00,2.0,10.44,14.59,8.19,93.16
Madrid,Spain,40.4168,-3.7038,2026-04-27 02:00:00+00:00,2.0,1.31,2.58,0.72,78.96
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-27 02:00:00+00:00,1.0,2.73,3.83,0.25,17.14
Paris,France,48.8566,2.3522,2026-04-27 02:00:00+00:00,2.0,11.52,13.12,3.17,64.67
Toamasina,Madagascar,-18.1492,49.4023,2026-04-27 02:00:00+00:00,1.0,1.88,2.89,0.38,14.2
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-27 03:00:00+00:00,1.0,2.85,5.44,0.98,14.2
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-27 03:00:00+00:00,1.0,1.64,2.25,0.68,11.06
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-27 03:00:00+00:00,2.0,10.54,48.63,0.26,47.42
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-27 03:00:00+00:00,1.0,1.31,1.95,0.47,19.8
London,England,51.5074,-0.1278,2026-04-27 03:00:00+00:00,2.0,10.53,14.74,8.41,89.33
Madrid,Spain,40.4168,-3.7038,2026-04-27 03:00:00+00:00,2.0,1.41,2.8,0.7,76.33
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-27 03:00:00+00:00,1.0,2.78,3.94,0.27,16.3
Paris,France,48.8566,2.3522,2026-04-27 03:00:00+00:00,2.0,12.87,14.47,3.3,61.81
Toamasina,Madagascar,-18.1492,49.4023,2026-04-27 03:00:00+00:00,1.0,2.01,3.07,0.4,13.51
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-27 04:00:00+00:00,1.0,2.98,6.16,0.99,14.38
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-27 04:00:00+00:00,1.0,1.69,2.41,0.67,9.88
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-27 04:00:00+00:00,2.0,7.98,37.76,0.26,47.38
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-27 04:00:00+00:00,1.0,1.33,2.03,0.52,18.97
London,England,51.5074,-0.1278,2026-04-27 04:00:00+00:00,2.0,10.57,14.79,8.39,86.15
Madrid,Spain,40.4168,-3.7038,2026-04-27 04:00:00+00:00,2.0,1.54,3.05,0.72,73.77
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-27 04:00:00+00:00,1.0,2.77,4.03,0.28,15.39
Paris,France,48.8566,2.3522,2026-04-27 04:00:00+00:00,2.0,13.7,15.28,3.65,58.08
Toamasina,Madagascar,-18.1492,49.4023,2026-04-27 04:00:00+00:00,1.0,2.19,3.47,0.36,13.33
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-27 05:00:00+00:00,1.0,3.2,6.99,0.72,16.61
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-27 05:00:00+00:00,1.0,1.75,2.71,0.43,10.24
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-27 05:00:00+00:00,2.0,6.17,29.53,0.26,46.76
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-27 05:00:00+00:00,1.0,1.33,2.1,0.43,18.98
London,England,51.5074,-0.1278,2026-04-27 05:00:00+00:00,2.0,10.35,14.61,8.53,83.22
Madrid,Spain,40.4168,-3.7038,2026-04-27 05:00:00+00:00,2.0,1.71,3.37,0.88,72.39
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-27 05:00:00+00:00,1.0,2.68,4.1,0.19,15.05
Paris,France,48.8566,2.3522,2026-04-27 05:00:00+00:00,2.0,14.46,16.08,4.7,55.02
Toamasina,Madagascar,-18.1492,49.4023,2026-04-27 05:00:00+00:00,1.0,2.4,3.92,0.26,14.33
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-27 06:00:00+00:00,1.0,3.51,7.43,0.55,22.6
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-27 06:00:00+00:00,1.0,1.88,3.0,0.32,13.53
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-27 06:00:00+00:00,2.0,4.67,22.11,0.27,46.01
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-27 06:00:00+00:00,1.0,1.34,2.13,0.31,21.23
London,England,51.5074,-0.1278,2026-04-27 06:00:00+00:00,2.0,10.09,14.43,9.0,80.36
Madrid,Spain,40.4168,-3.7038,2026-04-27 06:00:00+00:00,2.0,1.9,3.74,1.17,72.11
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-27 06:00:00+00:00,1.0,2.58,4.19,0.14,16.68
Paris,France,48.8566,2.3522,2026-04-27 06:00:00+00:00,2.0,15.09,16.81,6.3,52.87
Toamasina,Madagascar,-18.1492,49.4023,2026-04-27 06:00:00+00:00,1.0,2.65,4.27,0.31,17.79
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-27 07:00:00+00:00,1.0,1.05,2.18,0.15,43.28
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-27 07:00:00+00:00,1.0,1.1,1.87,0.12,34.3
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-27 07:00:00+00:00,1.0,3.47,15.97,0.28,45.0
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-27 07:00:00+00:00,1.0,0.88,1.39,0.11,32.17
London,England,51.5074,-0.1278,2026-04-27 07:00:00+00:00,2.0,9.89,14.36,9.13,78.12
Madrid,Spain,40.4168,-3.7038,2026-04-27 07:00:00+00:00,2.0,2.07,4.04,1.36,71.78
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-27 07:00:00+00:00,1.0,2.22,4.12,0.09,26.02
Paris,France,48.8566,2.3522,2026-04-27 07:00:00+00:00,2.0,15.37,17.2,6.75,52.06
Toamasina,Madagascar,-18.1492,49.4023,2026-04-27 07:00:00+00:00,1.0,0.92,1.8,0.09,32.67
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-27 08:00:00+00:00,1.0,0.93,1.72,0.1,47.77
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-27 08:00:00+00:00,1.0,1.12,1.93,0.07,37.58
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-27 08:00:00+00:00,1.0,2.68,11.78,0.29,44.25
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-27 08:00:00+00:00,1.0,0.89,1.4,0.07,33.57
London,England,51.5074,-0.1278,2026-04-27 08:00:00+00:00,2.0,10.18,14.85,9.25,76.02
Madrid,Spain,40.4168,-3.7038,2026-04-27 08:00:00+00:00,2.0,2.19,4.24,1.25,71.26
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-27 08:00:00+00:00,1.0,2.11,3.99,0.07,27.22
Paris,France,48.8566,2.3522,2026-04-27 08:00:00+00:00,2.0,15.69,17.67,6.64,52.19
Toamasina,Madagascar,-18.1492,49.4023,2026-04-27 08:00:00+00:00,1.0,0.83,1.73,0.06,33.12
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-27 09:00:00+00:00,1.0,0.97,1.69,0.08,47.94
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-27 09:00:00+00:00,1.0,1.33,2.24,0.06,37.58
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-27 09:00:00+00:00,1.0,2.1,8.8,0.31,43.65
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-27 09:00:00+00:00,1.0,1.0,1.54,0.07,33.4
London,England,51.5074,-0.1278,2026-04-27 09:00:00+00:00,2.0,11.05,15.92,9.55,74.57
Madrid,Spain,40.4168,-3.7038,2026-04-27 09:00:00+00:00,2.0,2.28,4.37,1.03,74.64
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-27 09:00:00+00:00,1.0,2.11,3.94,0.06,27.09
Paris,France,48.8566,2.3522,2026-04-27 09:00:00+00:00,2.0,16.68,18.82,6.51,55.55
Toamasina,Madagascar,-18.1492,49.4023,2026-04-27 09:00:00+00:00,1.0,0.86,1.8,0.05,32.72
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-27 10:00:00+00:00,1.0,0.92,1.49,0.07,49.82
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-27 10:00:00+00:00,1.0,1.3,2.09,0.04,42.37
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-27 10:00:00+00:00,1.0,1.66,6.61,0.34,42.86
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-27 10:00:00+00:00,1.0,1.19,1.89,0.05,36.99
London,England,51.5074,-0.1278,2026-04-27 10:00:00+00:00,2.0,12.56,17.61,9.56,75.41
Madrid,Spain,40.4168,-3.7038,2026-04-27 10:00:00+00:00,3.0,2.07,3.96,0.56,100.15
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-27 10:00:00+00:00,1.0,2.14,3.63,0.05,31.71
Paris,France,48.8566,2.3522,2026-04-27 10:00:00+00:00,2.0,18.81,20.93,5.04,90.92
Toamasina,Madagascar,-18.1492,49.4023,2026-04-27 10:00:00+00:00,1.0,0.9,1.89,0.05,32.66
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-27 11:00:00+00:00,1.0,0.91,1.41,0.07,50.68
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-27 11:00:00+00:00,1.0,1.21,1.88,0.04,44.32
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-27 11:00:00+00:00,1.0,1.37,5.27,0.4,42.0
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-27 11:00:00+00:00,1.0,1.28,2.0,0.05,38.65
London,England,51.5074,-0.1278,2026-04-27 11:00:00+00:00,2.0,14.37,19.58,9.36,78.37
Madrid,Spain,40.4168,-3.7038,2026-04-27 11:00:00+00:00,3.0,1.91,3.55,0.38,105.73
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-27 11:00:00+00:00,1.0,2.19,3.41,0.05,34.96
Paris,France,48.8566,2.3522,2026-04-27 11:00:00+00:00,3.0,21.05,23.21,4.34,104.83
Toamasina,Madagascar,-18.1492,49.4023,2026-04-27 11:00:00+00:00,1.0,0.96,2.04,0.05,32.44
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-27 12:00:00+00:00,1.0,0.93,1.41,0.08,50.03
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-27 12:00:00+00:00,1.0,1.23,1.88,0.05,44.68
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-27 12:00:00+00:00,1.0,1.22,4.59,0.4,41.05
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-27 12:00:00+00:00,1.0,1.33,2.04,0.06,39.53
London,England,51.5074,-0.1278,2026-04-27 12:00:00+00:00,2.0,17.33,22.72,9.23,82.3
Madrid,Spain,40.4168,-3.7038,2026-04-27 12:00:00+00:00,3.0,1.8,3.32,0.3,106.32
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-27 12:00:00+00:00,1.0,2.25,3.37,0.05,35.57
Paris,France,48.8566,2.3522,2026-04-27 12:00:00+00:00,3.0,23.7,25.93,3.91,112.57
Toamasina,Madagascar,-18.1492,49.4023,2026-04-27 12:00:00+00:00,1.0,1.02,2.25,0.06,32.25
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-27 13:00:00+00:00,1.0,1.17,1.99,0.21,44.07
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-27 13:00:00+00:00,1.0,1.39,2.17,0.1,40.05
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-27 13:00:00+00:00,1.0,1.16,4.28,0.32,40.36
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-27 13:00:00+00:00,1.0,1.42,2.18,0.14,36.45
London,England,51.5074,-0.1278,2026-04-27 13:00:00+00:00,2.0,20.99,26.55,9.4,87.9
Madrid,Spain,40.4168,-3.7038,2026-04-27 13:00:00+00:00,3.0,1.47,3.43,0.19,102.82
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-27 13:00:00+00:00,1.0,2.38,3.47,0.07,31.92
Paris,France,48.8566,2.3522,2026-04-27 13:00:00+00:00,3.0,17.85,19.66,2.04,131.48
Toamasina,Madagascar,-18.1492,49.4023,2026-04-27 13:00:00+00:00,1.0,1.13,2.66,0.1,29.94
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-27 14:00:00+00:00,1.0,1.64,3.04,0.49,36.87
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-27 14:00:00+00:00,1.0,1.64,2.68,0.21,33.54
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-27 14:00:00+00:00,1.0,1.15,4.15,0.26,40.14
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-27 14:00:00+00:00,1.0,1.56,2.41,0.31,31.79
London,England,51.5074,-0.1278,2026-04-27 14:00:00+00:00,2.0,24.58,30.25,9.81,93.57
Madrid,Spain,40.4168,-3.7038,2026-04-27 14:00:00+00:00,2.0,1.54,4.06,0.15,96.97
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-27 14:00:00+00:00,1.0,2.54,3.61,0.1,26.38
Paris,France,48.8566,2.3522,2026-04-27 14:00:00+00:00,3.0,14.54,16.08,1.21,138.29
Toamasina,Madagascar,-18.1492,49.4023,2026-04-27 14:00:00+00:00,1.0,1.28,3.17,0.21,26.57
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-27 15:00:00+00:00,1.0,2.15,4.15,0.88,31.8
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-27 15:00:00+00:00,1.0,1.91,3.24,0.36,29.07
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-27 15:00:00+00:00,1.0,1.18,4.17,0.23,40.37
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-27 15:00:00+00:00,1.0,1.73,2.69,0.54,28.97
London,England,51.5074,-0.1278,2026-04-27 15:00:00+00:00,3.0,28.04,33.72,10.61,99.05
Madrid,Spain,40.4168,-3.7038,2026-04-27 15:00:00+00:00,2.0,1.64,4.36,0.16,93.55
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-27 15:00:00+00:00,1.0,2.68,3.71,0.14,22.85
Paris,France,48.8566,2.3522,2026-04-27 15:00:00+00:00,4.0,14.34,15.85,1.12,140.51
Toamasina,Madagascar,-18.1492,49.4023,2026-04-27 15:00:00+00:00,1.0,1.42,3.64,0.33,24.15
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-27 16:00:00+00:00,1.0,2.86,5.79,1.22,27.09
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-27 16:00:00+00:00,1.0,2.21,3.88,0.5,25.22
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-27 16:00:00+00:00,1.0,1.29,4.38,0.21,41.29
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-27 16:00:00+00:00,1.0,1.91,3.02,0.65,27.03
London,England,51.5074,-0.1278,2026-04-27 16:00:00+00:00,3.0,30.93,36.56,12.46,102.87
Madrid,Spain,40.4168,-3.7038,2026-04-27 16:00:00+00:00,2.0,1.71,4.49,0.23,90.7
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-27 16:00:00+00:00,1.0,2.77,3.77,0.18,20.7
Paris,France,48.8566,2.3522,2026-04-27 16:00:00+00:00,4.0,14.84,16.41,1.39,141.01
Toamasina,Madagascar,-18.1492,49.4023,2026-04-27 16:00:00+00:00,1.0,1.57,4.15,0.39,22.54
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-27 17:00:00+00:00,1.0,3.79,7.93,1.52,23.41
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-27 17:00:00+00:00,1.0,2.55,4.55,0.63,22.32
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-27 17:00:00+00:00,1.0,1.4,4.59,0.2,41.54
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-27 17:00:00+00:00,1.0,2.09,3.33,0.69,25.66
London,England,51.5074,-0.1278,2026-04-27 17:00:00+00:00,3.0,32.73,38.29,15.95,101.83
Madrid,Spain,40.4168,-3.7038,2026-04-27 17:00:00+00:00,2.0,1.75,4.53,0.32,86.53
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-27 17:00:00+00:00,1.0,2.88,3.82,0.19,19.6
Paris,France,48.8566,2.3522,2026-04-27 17:00:00+00:00,3.0,15.61,17.3,1.87,139.18
Toamasina,Madagascar,-18.1492,49.4023,2026-04-27 17:00:00+00:00,1.0,1.74,4.63,0.43,21.43
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-27 18:00:00+00:00,1.0,4.69,9.7,1.76,21.02
Antsirabe,Madagascar,-19.8659,47.0333,2026-04-27 18:00:00+00:00,1.0,2.85,5.12,0.71,20.14
Buenos Aires,Argentina,-34.6037,-58.3816,2026-04-27 18:00:00+00:00,1.0,1.49,4.74,0.21,41.67
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-04-27 18:00:00+00:00,1.0,2.22,3.54,0.69,24.9
London,England,51.5074,-0.1278,2026-04-27 18:00:00+00:00,3.0,33.58,39.05,21.29,96.79
Madrid,Spain,40.4168,-3.7038,2026-04-27 18:00:00+00:00,2.0,1.79,4.57,0.43,82.96
Mahajanga,Madagascar,-15.7167,46.3167,2026-04-27 18:00:00+00:00,1.0,2.94,3.82,0.19,19.54
Paris,France,48.8566,2.3522,2026-04-27 18:00:00+00:00,3.0,16.26,18.06,2.33,136.58
Toamasina,Madagascar,-18.1492,49.4023,2026-04-27 18:00:00+00:00,1.0,1.89,4.97,0.47,20.84
Antananarivo,Madagascar,-18.8792,47.5079,2026-04-27 19:00:00+00:00,1.0,5.43,10.76,1.94,19.09
